"Result",U:0,"U:1","U:2","vtkValidPointMask","arc_length",Points:0,"Points:1","Points:2"
-0.21146,-1.0573,0.05797,0.099011,1,0.039552,0.031457,0,0.125
-0.20666,-1.0333,0.058266,0.097772,1,0.039666,0.03157,0,0.125
-0.20186,-1.0093,0.058562,0.096532,1,0.039779,0.031683,0,0.125
-0.19706,-0.98528,0.058858,0.095293,1,0.039892,0.031797,0,0.125
-0.19223,-0.96113,0.059172,0.094067,1,0.040006,0.03191,0,0.125
-0.18715,-0.93577,0.05965,0.092963,1,0.040119,0.032023,0,0.125
-0.18208,-0.91042,0.060127,0.091859,1,0.040232,0.032137,0,0.125
-0.17701,-0.88506,0.060605,0.090756,1,0.040346,0.03225,0,0.125
-0.17191,-0.85957,0.061113,0.089687,1,0.040459,0.032363,0,0.125
-0.16659,-0.83297,0.061863,0.088896,1,0.040572,0.032477,0,0.125
-0.16127,-0.80636,0.062613,0.088105,1,0.040686,0.03259,0,0.125
-0.15595,-0.77976,0.063363,0.087314,1,0.040799,0.032703,0,0.125
-0.1506,-0.75301,0.064142,0.086552,1,0.040912,0.032817,0,0.125
-0.14505,-0.72525,0.065127,0.086006,1,0.041026,0.03293,0,0.125
-0.1395,-0.69748,0.066111,0.08546,1,0.041139,0.033043,0,0.125
-0.13394,-0.66971,0.067096,0.084913,1,0.041252,0.033157,0,0.125
-0.12836,-0.6418,0.068077,0.08439,1,0.041366,0.03327,0,0.125
-0.1226,-0.61301,0.069037,0.084022,1,0.041479,0.033383,0,0.125
-0.11684,-0.58422,0.069996,0.083654,1,0.041592,0.033497,0,0.125
-0.11109,-0.55543,0.070956,0.083286,1,0.041706,0.03361,0,0.125
-0.1053,-0.5265,0.071879,0.082958,1,0.041819,0.033723,0,0.125
-0.09935,-0.49675,0.072582,0.082881,1,0.041932,0.033837,0,0.125
-0.093399,-0.467,0.073284,0.082804,1,0.042046,0.03395,0,0.125
-0.087448,-0.43724,0.073987,0.082726,1,0.042159,0.034063,0,0.125
-0.08148,-0.4074,0.074642,0.082722,1,0.042272,0.034177,0,0.125
-0.075411,-0.37706,0.075032,0.083122,1,0.042386,0.03429,0,0.125
-0.069343,-0.34671,0.075422,0.083523,1,0.042499,0.034403,0,0.125
-0.063274,-0.31637,0.075812,0.083923,1,0.042612,0.034517,0,0.125
-0.057201,-0.286,0.076173,0.084366,1,0.042726,0.03463,0,0.125
-0.051098,-0.25549,0.076386,0.085036,1,0.042839,0.034743,0,0.125
-0.044996,-0.22498,0.076598,0.085706,1,0.042952,0.034857,0,0.125
-0.038893,-0.19447,0.07681,0.086376,1,0.043066,0.03497,0,0.125
-0.032802,-0.16401,0.077005,0.087044,1,0.043179,0.035083,0,0.125
-0.026766,-0.13383,0.077119,0.087702,1,0.043292,0.035197,0,0.125
-0.02073,-0.10365,0.077232,0.088359,1,0.043406,0.03531,0,0.125
-0.014694,-0.073472,0.077346,0.089017,1,0.043519,0.035423,0,0.125
-0.0086748,-0.043374,0.077439,0.089662,1,0.043632,0.035537,0,0.125
-0.0027306,-0.013653,0.077441,0.090248,1,0.043746,0.03565,0,0.125
0.0032134,0.016067,0.077442,0.090834,1,0.043859,0.035763,0,0.125
0.0091576,0.045788,0.077443,0.091419,1,0.043972,0.035877,0,0.125
0.015081,0.075406,0.077425,0.092013,1,0.044086,0.03599,0,0.125
0.020916,0.10458,0.077322,0.092641,1,0.044199,0.036103,0,0.125
0.026751,0.13375,0.077218,0.093269,1,0.044312,0.036217,0,0.125
0.032586,0.16293,0.077115,0.093897,1,0.044426,0.03633,0,0.125
0.0384,0.192,0.077006,0.094545,1,0.044539,0.036443,0,0.125
0.044128,0.22064,0.076874,0.095275,1,0.044652,0.036557,0,0.125
0.049857,0.24928,0.076742,0.096004,1,0.044766,0.03667,0,0.125
0.055586,0.27793,0.07661,0.096734,1,0.044879,0.036783,0,0.125
0.061289,0.30645,0.076499,0.097467,1,0.044992,0.036897,0,0.125
0.066896,0.33448,0.076465,0.098215,1,0.045106,0.03701,0,0.125
0.072503,0.36252,0.076431,0.098962,1,0.045219,0.037123,0,0.125
0.07811,0.39055,0.076398,0.099709,1,0.045332,0.037237,0,0.125
0.083697,0.41849,0.076421,0.10042,1,0.045446,0.03735,0,0.125
0.089209,0.44605,0.076654,0.10099,1,0.045559,0.037463,0,0.125
0.094721,0.4736,0.076888,0.10156,1,0.045672,0.037577,0,0.125
0.10023,0.50116,0.077122,0.10213,1,0.045786,0.03769,0,0.125
0.10572,0.52861,0.077417,0.10264,1,0.045899,0.037803,0,0.125
0.11113,0.55566,0.077925,0.10292,1,0.046012,0.037917,0,0.125
0.11654,0.58272,0.078434,0.1032,1,0.046126,0.03803,0,0.125
0.12195,0.60977,0.078942,0.10347,1,0.046239,0.038143,0,0.125
0.12734,0.63672,0.079499,0.10369,1,0.046352,0.038257,0,0.125
0.13266,0.66331,0.080219,0.10372,1,0.046466,0.03837,0,0.125
0.13798,0.6899,0.08094,0.10374,1,0.046579,0.038483,0,0.125
0.1433,0.71648,0.08166,0.10377,1,0.046692,0.038597,0,0.125
0.14859,0.74295,0.082398,0.10375,1,0.046806,0.03871,0,0.125
0.15381,0.76904,0.083193,0.10362,1,0.046919,0.038823,0,0.125
0.15903,0.79513,0.083987,0.10349,1,0.047032,0.038937,0,0.125
0.16424,0.82121,0.084782,0.10336,1,0.047146,0.03905,0,0.125
0.16944,0.8472,0.085554,0.10321,1,0.047259,0.039163,0,0.125
0.17457,0.87284,0.086253,0.10302,1,0.047372,0.039277,0,0.125
0.1797,0.89849,0.086953,0.10282,1,0.047486,0.03939,0,0.125
0.18483,0.92414,0.087652,0.10263,1,0.047599,0.039503,0,0.125
0.18993,0.94965,0.0883,0.10244,1,0.047712,0.039617,0,0.125
0.19496,0.97478,0.088791,0.1023,1,0.047826,0.03973,0,0.125
0.19998,0.99991,0.089282,0.10216,1,0.047939,0.039843,0,0.125
0.20501,1.025,0.089774,0.10203,1,0.048052,0.039957,0,0.125
0.21,1.05,0.090198,0.10189,1,0.048166,0.04007,0,0.125
0.21492,1.0746,0.090427,0.10178,1,0.048279,0.040183,0,0.125
0.21983,1.0992,0.090656,0.10167,1,0.048392,0.040297,0,0.125
0.22475,1.1237,0.090885,0.10156,1,0.048506,0.04041,0,0.125
0.22963,1.1481,0.091059,0.10143,1,0.048619,0.040523,0,0.125
0.23442,1.1721,0.09108,0.10128,1,0.048732,0.040637,0,0.125
0.2392,1.196,0.091101,0.10113,1,0.048846,0.04075,0,0.125
0.24399,1.22,0.091122,0.10097,1,0.048959,0.040863,0,0.125
0.24875,1.2438,0.091119,0.1008,1,0.049072,0.040977,0,0.125
0.25342,1.2671,0.091051,0.10057,1,0.049185,0.04109,0,0.125
0.25809,1.2904,0.090982,0.10035,1,0.049299,0.041203,0,0.125
0.26276,1.3138,0.090914,0.10013,1,0.049412,0.041317,0,0.125
0.26738,1.3369,0.090831,0.099852,1,0.049525,0.04143,0,0.125
0.2719,1.3595,0.090711,0.099443,1,0.049639,0.041543,0,0.125
0.27642,1.3821,0.090591,0.099035,1,0.049752,0.041657,0,0.125
0.28094,1.4047,0.090471,0.098627,1,0.049865,0.04177,0,0.125
0.28541,1.4271,0.090318,0.09815,1,0.049979,0.041883,0,0.125
0.28978,1.4489,0.09008,0.097495,1,0.050092,0.041997,0,0.125
0.29415,1.4708,0.089842,0.096839,1,0.050205,0.04211,0,0.125
0.29852,1.4926,0.089604,0.096184,1,0.050319,0.042223,0,0.125
0.30285,1.5142,0.089327,0.095468,1,0.050432,0.042336,0,0.125
0.30706,1.5353,0.088955,0.0946,1,0.050545,0.04245,0,0.125
0.31128,1.5564,0.088584,0.093732,1,0.050659,0.042563,0,0.125
0.31549,1.5775,0.088212,0.092865,1,0.050772,0.042676,0,0.125
0.31967,1.5984,0.087853,0.091961,1,0.050885,0.04279,0,0.125
0.32376,1.6188,0.087527,0.090972,1,0.050999,0.042903,0,0.125
0.32784,1.6392,0.0872,0.089983,1,0.051112,0.043016,0,0.125
0.33193,1.6596,0.086873,0.088993,1,0.051225,0.04313,0,0.125
0.33597,1.6799,0.086574,0.087989,1,0.051339,0.043243,0,0.125
0.33992,1.6996,0.08634,0.086947,1,0.051452,0.043356,0,0.125
0.34388,1.7194,0.086106,0.085906,1,0.051565,0.04347,0,0.125
0.34783,1.7391,0.085871,0.084865,1,0.051679,0.043583,0,0.125
0.35175,1.7587,0.085643,0.083818,1,0.051792,0.043696,0,0.125
0.35558,1.7779,0.085428,0.082758,1,0.051905,0.04381,0,0.125
0.35941,1.7971,0.085213,0.081698,1,0.052019,0.043923,0,0.125
0.36325,1.8162,0.084998,0.080638,1,0.052132,0.044036,0,0.125
0.36704,1.8352,0.084796,0.079583,1,0.052245,0.04415,0,0.125
0.37074,1.8537,0.084623,0.078538,1,0.052359,0.044263,0,0.125
0.37444,1.8722,0.08445,0.077494,1,0.052472,0.044376,0,0.125
0.37814,1.8907,0.084278,0.07645,1,0.052585,0.04449,0,0.125
0.38179,1.909,0.084126,0.075423,1,0.052699,0.044603,0,0.125
0.38536,1.9268,0.08402,0.074432,1,0.052812,0.044716,0,0.125
0.38893,1.9447,0.083914,0.07344,1,0.052925,0.04483,0,0.125
0.39251,1.9625,0.083808,0.072449,1,0.053039,0.044943,0,0.125
0.39603,1.9802,0.083695,0.07146,1,0.053152,0.045056,0,0.125
0.39946,1.9973,0.083569,0.070474,1,0.053265,0.04517,0,0.125
0.40289,2.0144,0.083442,0.069489,1,0.053379,0.045283,0,0.125
0.40632,2.0316,0.083316,0.068503,1,0.053492,0.045396,0,0.125
0.4097,2.0485,0.083152,0.067528,1,0.053605,0.04551,0,0.125
0.41299,2.0649,0.082908,0.066575,1,0.053719,0.045623,0,0.125
0.41628,2.0814,0.082665,0.065622,1,0.053832,0.045736,0,0.125
0.41957,2.0978,0.082421,0.064668,1,0.053945,0.04585,0,0.125
0.4228,2.114,0.082117,0.063738,1,0.054059,0.045963,0,0.125
0.42594,2.1297,0.081689,0.062856,1,0.054172,0.046076,0,0.125
0.42907,2.1454,0.081262,0.061974,1,0.054285,0.04619,0,0.125
0.4322,2.161,0.080834,0.061091,1,0.054399,0.046303,0,0.125
0.43529,2.1765,0.080348,0.060212,1,0.054512,0.046416,0,0.125
0.43829,2.1914,0.079742,0.05934,1,0.054625,0.04653,0,0.125
0.44128,2.2064,0.079137,0.058468,1,0.054739,0.046643,0,0.125
0.44428,2.2214,0.078532,0.057596,1,0.054852,0.046756,0,0.125
0.44722,2.2361,0.077868,0.056723,1,0.054965,0.04687,0,0.125
0.45008,2.2504,0.077088,0.055848,1,0.055079,0.046983,0,0.125
0.45293,2.2646,0.076309,0.054973,1,0.055192,0.047096,0,0.125
0.45578,2.2789,0.075529,0.054097,1,0.055305,0.04721,0,0.125
0.45859,2.293,0.074698,0.053215,1,0.055419,0.047323,0,0.125
0.46132,2.3066,0.073763,0.052317,1,0.055532,0.047436,0,0.125
0.46404,2.3202,0.072828,0.051419,1,0.055645,0.04755,0,0.125
0.46677,2.3338,0.071894,0.050521,1,0.055759,0.047663,0,0.125
0.46945,2.3473,0.070932,0.049649,1,0.055872,0.047776,0,0.125
0.47205,2.3603,0.069919,0.048827,1,0.055985,0.04789,0,0.125
0.47465,2.3733,0.068906,0.048005,1,0.056099,0.048003,0,0.125
0.47725,2.3863,0.067893,0.047183,1,0.056212,0.048116,0,0.125
0.47982,2.3991,0.066897,0.046402,1,0.056325,0.04823,0,0.125
0.4823,2.4115,0.065935,0.045699,1,0.056439,0.048343,0,0.125
0.48479,2.424,0.064973,0.044996,1,0.056552,0.048456,0,0.125
0.48728,2.4364,0.06401,0.044293,1,0.056665,0.04857,0,0.125
0.48973,2.4487,0.063065,0.043603,1,0.056779,0.048683,0,0.125
0.49212,2.4606,0.062153,0.042935,1,0.056892,0.048796,0,0.125
0.49451,2.4725,0.06124,0.042266,1,0.057005,0.04891,0,0.125
0.4969,2.4845,0.060328,0.041598,1,0.057119,0.049023,0,0.125
0.49925,2.4963,0.059415,0.040966,1,0.057232,0.049136,0,0.125
0.50155,2.5078,0.058501,0.040401,1,0.057345,0.04925,0,0.125
0.50385,2.5192,0.057587,0.039835,1,0.057459,0.049363,0,0.125
0.50615,2.5307,0.056673,0.03927,1,0.057572,0.049476,0,0.125
0.50841,2.542,0.0558,0.038749,1,0.057685,0.04959,0,0.125
0.51061,2.553,0.055,0.038308,1,0.057799,0.049703,0,0.125
0.5128,2.564,0.054201,0.037868,1,0.057912,0.049816,0,0.125
0.515,2.575,0.053401,0.037427,1,0.058025,0.04993,0,0.125
0.51717,2.5859,0.052638,0.03701,1,0.058139,0.050043,0,0.125
0.5193,2.5965,0.051939,0.036634,1,0.058252,0.050156,0,0.125
0.52142,2.6071,0.051241,0.036257,1,0.058365,0.05027,0,0.125
0.52355,2.6177,0.050543,0.035881,1,0.058479,0.050383,0,0.125
0.52564,2.6282,0.049853,0.035532,1,0.058592,0.050496,0,0.125
0.5277,2.6385,0.049177,0.035231,1,0.058705,0.05061,0,0.125
0.52975,2.6488,0.048502,0.034929,1,0.058819,0.050723,0,0.125
0.5318,2.659,0.047826,0.034628,1,0.058932,0.050836,0,0.125
0.53383,2.6691,0.047184,0.034329,1,0.059045,0.05095,0,0.125
0.53579,2.6789,0.046599,0.034033,1,0.059159,0.051063,0,0.125
0.53775,2.6888,0.046014,0.033738,1,0.059272,0.051176,0,0.125
0.53972,2.6986,0.045429,0.033443,1,0.059385,0.05129,0,0.125
0.54164,2.7082,0.044901,0.033097,1,0.059499,0.051403,0,0.125
0.5435,2.7175,0.044472,0.032666,1,0.059612,0.051516,0,0.125
0.54536,2.7268,0.044042,0.032235,1,0.059725,0.05163,0,0.125
0.54722,2.7361,0.043612,0.031803,1,0.059839,0.051743,0,0.125
0.54905,2.7453,0.043223,0.031343,1,0.059952,0.051856,0,0.125
0.55083,2.7541,0.042903,0.030833,1,0.060065,0.05197,0,0.125
0.55261,2.763,0.042583,0.030324,1,0.060179,0.052083,0,0.125
0.55439,2.7719,0.042263,0.029814,1,0.060292,0.052196,0,0.125
0.55614,2.7807,0.041947,0.029297,1,0.060405,0.05231,0,0.125
0.55784,2.7892,0.041639,0.028767,1,0.060519,0.052423,0,0.125
0.55954,2.7977,0.04133,0.028237,1,0.060632,0.052536,0,0.125
0.56125,2.8062,0.041021,0.027707,1,0.060745,0.05265,0,0.125
0.56293,2.8146,0.040718,0.027177,1,0.060859,0.052763,0,0.125
0.56456,2.8228,0.040422,0.026649,1,0.060972,0.052876,0,0.125
0.5662,2.831,0.040127,0.02612,1,0.061085,0.05299,0,0.125
0.56783,2.8392,0.039832,0.025592,1,0.061199,0.053103,0,0.125
0.56944,2.8472,0.039572,0.025087,1,0.061312,0.053216,0,0.125
0.57101,2.8551,0.03937,0.024622,1,0.061425,0.05333,0,0.125
0.57259,2.8629,0.039167,0.024156,1,0.061539,0.053443,0,0.125
0.57416,2.8708,0.038965,0.023691,1,0.061652,0.053556,0,0.125
0.57571,2.8785,0.038798,0.023246,1,0.061765,0.05367,0,0.125
0.57722,2.8861,0.038688,0.022834,1,0.061879,0.053783,0,0.125
0.57874,2.8937,0.038578,0.022423,1,0.061992,0.053896,0,0.125
0.58025,2.9013,0.038468,0.022011,1,0.062105,0.05401,0,0.125
0.58175,2.9087,0.038363,0.021584,1,0.062219,0.054123,0,0.125
0.58321,2.9161,0.038268,0.02113,1,0.062332,0.054236,0,0.125
0.58468,2.9234,0.038173,0.020676,1,0.062445,0.05435,0,0.125
0.58614,2.9307,0.038078,0.020222,1,0.062559,0.054463,0,0.125
0.58758,2.9379,0.037963,0.019764,1,0.062672,0.054576,0,0.125
0.58899,2.945,0.037815,0.019301,1,0.062785,0.05469,0,0.125
0.5904,2.952,0.037668,0.018838,1,0.062899,0.054803,0,0.125
0.5918,2.959,0.03752,0.018375,1,0.063012,0.054916,0,0.125
0.59319,2.9659,0.03735,0.017945,1,0.063125,0.05503,0,0.125
0.59455,2.9727,0.037143,0.01757,1,0.063238,0.055143,0,0.125
0.59591,2.9795,0.036936,0.017194,1,0.063352,0.055256,0,0.125
0.59726,2.9863,0.036729,0.016819,1,0.063465,0.05537,0,0.125
0.59861,2.993,0.036543,0.01648,1,0.063578,0.055483,0,0.125
0.59992,2.9996,0.036391,0.016201,1,0.063692,0.055596,0,0.125
0.60124,3.0062,0.036239,0.015922,1,0.063805,0.05571,0,0.125
0.60255,3.0128,0.036087,0.015643,1,0.063918,0.055823,0,0.125
0.60385,3.0192,0.035949,0.015365,1,0.064032,0.055936,0,0.125
0.60511,3.0255,0.035834,0.015088,1,0.064145,0.05605,0,0.125
0.60637,3.0318,0.035718,0.014812,1,0.064258,0.056163,0,0.125
0.60763,3.0381,0.035603,0.014535,1,0.064372,0.056276,0,0.125
0.60887,3.0443,0.035448,0.014235,1,0.064485,0.056389,0,0.125
0.61008,3.0504,0.035232,0.013898,1,0.064598,0.056503,0,0.125
0.6113,3.0565,0.035015,0.01356,1,0.064712,0.056616,0,0.125
0.61251,3.0626,0.034799,0.013222,1,0.064825,0.056729,0,0.125
0.61371,3.0686,0.034546,0.012893,1,0.064938,0.056843,0,0.125
0.6149,3.0745,0.034235,0.01258,1,0.065052,0.056956,0,0.125
0.61608,3.0804,0.033924,0.012267,1,0.065165,0.057069,0,0.125
0.61726,3.0863,0.033613,0.011954,1,0.065278,0.057183,0,0.125
0.61843,3.0922,0.033315,0.01169,1,0.065392,0.057296,0,0.125
0.61958,3.0979,0.033038,0.011503,1,0.065505,0.057409,0,0.125
0.62073,3.1036,0.032762,0.011317,1,0.065618,0.057523,0,0.125
0.62187,3.1094,0.032486,0.01113,1,0.065732,0.057636,0,0.125
0.623,3.115,0.03221,0.010966,1,0.065845,0.057749,0,0.125
0.6241,3.1205,0.031937,0.010836,1,0.065958,0.057863,0,0.125
0.6252,3.126,0.031664,0.010706,1,0.066072,0.057976,0,0.125
0.6263,3.1315,0.031391,0.010576,1,0.066185,0.058089,0,0.125
0.62739,3.1369,0.031083,0.010418,1,0.066298,0.058203,0,0.125
0.62845,3.1423,0.030719,0.010216,1,0.066412,0.058316,0,0.125
0.62951,3.1476,0.030354,0.010014,1,0.066525,0.058429,0,0.125
0.63058,3.1529,0.02999,0.0098115,1,0.066638,0.058543,0,0.125
0.63162,3.1581,0.029592,0.0095796,1,0.066752,0.058656,0,0.125
0.63265,3.1632,0.029142,0.0093002,1,0.066865,0.058769,0,0.125
0.63367,3.1684,0.028692,0.0090209,1,0.066978,0.058883,0,0.125
0.6347,3.1735,0.028241,0.0087415,1,0.067092,0.058996,0,0.125
0.6357,3.1785,0.027806,0.0084683,1,0.067205,0.059109,0,0.125
0.63668,3.1834,0.027396,0.008205,1,0.067318,0.059223,0,0.125
0.63765,3.1882,0.026985,0.0079417,1,0.067432,0.059336,0,0.125
0.63862,3.1931,0.026574,0.0076784,1,0.067545,0.059449,0,0.125
0.63957,3.1978,0.026219,0.0074435,1,0.067658,0.059563,0,0.125
0.64048,3.2024,0.025953,0.0072541,1,0.067772,0.059676,0,0.125
0.64139,3.207,0.025688,0.0070647,1,0.067885,0.059789,0,0.125
0.6423,3.2115,0.025422,0.0068753,1,0.067998,0.059903,0,0.125
0.64319,3.216,0.025185,0.0066843,1,0.068112,0.060016,0,0.125
0.64406,3.2203,0.024995,0.0064908,1,0.068225,0.060129,0,0.125
0.64492,3.2246,0.024805,0.0062973,1,0.068338,0.060243,0,0.125
0.64579,3.2289,0.024615,0.0061037,1,0.068452,0.060356,0,0.125
0.64664,3.2332,0.024389,0.0058963,1,0.068565,0.060469,0,0.125
0.64747,3.2374,0.024104,0.0056665,1,0.068678,0.060583,0,0.125
0.6483,3.2415,0.023819,0.0054367,1,0.068792,0.060696,0,0.125
0.64913,3.2457,0.023534,0.0052069,1,0.068905,0.060809,0,0.125
0.64995,3.2497,0.023267,0.0050155,1,0.069018,0.060923,0,0.125
0.65074,3.2537,0.02303,0.0048861,1,0.069132,0.061036,0,0.125
0.65153,3.2576,0.022793,0.0047567,1,0.069245,0.061149,0,0.125
0.65232,3.2616,0.022556,0.0046273,1,0.069358,0.061263,0,0.125
0.65309,3.2654,0.022376,0.0045287,1,0.069472,0.061376,0,0.125
0.65383,3.2691,0.022291,0.0044799,1,0.069585,0.061489,0,0.125
0.65456,3.2728,0.022206,0.0044311,1,0.069698,0.061603,0,0.125
0.6553,3.2765,0.02212,0.0043822,1,0.069812,0.061716,0,0.125
0.65602,3.2801,0.022046,0.0043107,1,0.069925,0.061829,0,0.125
0.65671,3.2835,0.021991,0.0042022,1,0.070038,0.061943,0,0.125
0.6574,3.287,0.021935,0.0040938,1,0.070152,0.062056,0,0.125
0.65809,3.2904,0.021879,0.0039853,1,0.070265,0.062169,0,0.125
0.65877,3.2938,0.021795,0.0038574,1,0.070378,0.062283,0,0.125
0.65943,3.2972,0.021662,0.0036974,1,0.070492,0.062396,0,0.125
0.6601,3.3005,0.02153,0.0035374,1,0.070605,0.062509,0,0.125
0.66076,3.3038,0.021398,0.0033774,1,0.070718,0.062623,0,0.125
0.66142,3.3071,0.021267,0.0032226,1,0.070832,0.062736,0,0.125
0.66207,3.3103,0.021141,0.0030765,1,0.070945,0.062849,0,0.125
0.66271,3.3136,0.021014,0.0029305,1,0.071058,0.062963,0,0.125
0.66336,3.3168,0.020888,0.0027844,1,0.071172,0.063076,0,0.125
0.66399,3.3199,0.020789,0.0026656,1,0.071285,0.063189,0,0.125
0.6646,3.323,0.020737,0.0025919,1,0.071398,0.063303,0,0.125
0.66521,3.326,0.020684,0.0025183,1,0.071512,0.063416,0,0.125
0.66582,3.3291,0.020631,0.0024446,1,0.071625,0.063529,0,0.125
0.66641,3.3321,0.020591,0.0023819,1,0.071738,0.063643,0,0.125
0.66699,3.335,0.02057,0.0023373,1,0.071852,0.063756,0,0.125
0.66757,3.3379,0.020549,0.0022927,1,0.071965,0.063869,0,0.125
0.66815,3.3408,0.020528,0.0022481,1,0.072078,0.063983,0,0.125
0.66873,3.3437,0.020499,0.002172,1,0.072192,0.064096,0,0.125
0.6693,3.3465,0.020455,0.0020433,1,0.072305,0.064209,0,0.125
0.66987,3.3493,0.020411,0.0019147,1,0.072418,0.064323,0,0.125
0.67044,3.3522,0.020368,0.001786,1,0.072532,0.064436,0,0.125
0.671,3.355,0.020348,0.0016333,1,0.072645,0.064549,0,0.125
0.67157,3.3579,0.020368,0.0014399,1,0.072758,0.064663,0,0.125
0.67214,3.3607,0.020389,0.0012466,1,0.072872,0.064776,0,0.125
0.67271,3.3635,0.020409,0.0010532,1,0.072985,0.064889,0,0.125
0.67327,3.3664,0.020474,0.00086683,1,0.073098,0.065003,0,0.125
0.67384,3.3692,0.020614,0.0006924,1,0.073212,0.065116,0,0.125
0.6744,3.372,0.020754,0.00051797,1,0.073325,0.065229,0,0.125
0.67496,3.3748,0.020895,0.00034354,1,0.073438,0.065343,0,0.125
0.67553,3.3776,0.02105,0.00018655,1,0.073552,0.065456,0,0.125
0.67608,3.3804,0.021232,5.9607e-05,1,0.073665,0.065569,0,0.125
0.67664,3.3832,0.021414,-6.734e-05,1,0.073778,0.065683,0,0.125
0.6772,3.386,0.021596,-0.00019429,1,0.073892,0.065796,0,0.125
0.67776,3.3888,0.021759,-0.00031988,1,0.074005,0.065909,0,0.125
0.67832,3.3916,0.02189,-0.00044315,1,0.074118,0.066023,0,0.125
0.67888,3.3944,0.022021,-0.00056642,1,0.074232,0.066136,0,0.125
0.67943,3.3972,0.022152,-0.00068969,1,0.074345,0.066249,0,0.125
0.67999,3.3999,0.022263,-0.00082937,1,0.074458,0.066363,0,0.125
0.68054,3.4027,0.02234,-0.00099779,1,0.074572,0.066476,0,0.125
0.68109,3.4055,0.022417,-0.0011662,1,0.074685,0.066589,0,0.125
0.68164,3.4082,0.022494,-0.0013346,1,0.074798,0.066703,0,0.125
0.6822,3.411,0.022572,-0.0015115,1,0.074912,0.066816,0,0.125
0.68275,3.4137,0.022652,-0.0017032,1,0.075025,0.066929,0,0.125
0.6833,3.4165,0.022732,-0.0018949,1,0.075138,0.067043,0,0.125
0.68385,3.4193,0.022812,-0.0020866,1,0.075252,0.067156,0,0.125
0.6844,3.422,0.022915,-0.0022616,1,0.075365,0.067269,0,0.125
0.68495,3.4248,0.02306,-0.0024065,1,0.075478,0.067383,0,0.125
0.68551,3.4275,0.023205,-0.0025515,1,0.075592,0.067496,0,0.125
0.68606,3.4303,0.02335,-0.0026964,1,0.075705,0.067609,0,0.125
0.68661,3.433,0.023479,-0.0028274,1,0.075818,0.067723,0,0.125
0.68715,3.4357,0.023579,-0.0029333,1,0.075932,0.067836,0,0.125
0.68768,3.4384,0.02368,-0.0030392,1,0.076045,0.067949,0,0.125
0.68822,3.4411,0.02378,-0.0031451,1,0.076158,0.068063,0,0.125
0.68875,3.4438,0.023835,-0.0032623,1,0.076272,0.068176,0,0.125
0.68927,3.4463,0.023807,-0.0034,1,0.076385,0.068289,0,0.125
0.68978,3.4489,0.02378,-0.0035378,1,0.076498,0.068403,0,0.125
0.6903,3.4515,0.023752,-0.0036755,1,0.076612,0.068516,0,0.125
